class,comment,terms,text,id,created_at,location,state,uid,friends_count,followers_count,user_created_at,statuses_count
1,,"cig*,smok*","Smoked cigars on my roof, then played more Rock Band and got yelled at by my neighbour. She needs to chill the F out, its saturday night!!!!",1979366604,Sun May 31 09:44:17 +0000 2009,"los angeles, ca",ca,16351591,77,123,Thu Sep 18 19:25:49 +0000 2008,485
-1,,cig*,My dad didn't let us get em anymore =( RT @Dime_Diva_Dee26: #doUrememberwhen we thought we were grown with Candy Ciggarettes?,1982268600,Sun May 31 17:52:10 +0000 2009,"T 33.985039,-117.749737",ca,22080905,283,372,Thu Feb 26 23:46:49 +0000 2009,6343
-1,,smok*,"Just had my own hr of church @ home.Now 2 the kitchen. Sumthin simple. Cheese Eggs, homestyle potatoes, lil' beef smokies n english muffinz",1982306600,Sun May 31 17:56:52 +0000 2009,"Pasadena, Californ-i-a",ca,23550889,128,173,Tue Mar 10 03:27:29 +0000 2009,1467
-1,,smok*,U ever got so high off of weed that u stare at urself n the mirror and vow to never smoke it again?? Think im having an epihany!!!??,1983276102,Sun May 31 19:50:46 +0000 2009,"iPhone 34.041737,-118.352577",ca,26195706,303,127,Tue Mar 24 07:25:03 +0000 2009,470
1,,cig*,"Ange is getting ready for ""girls night out"", so it's just us guys tonight. Bring you cigars & beer, and we'll have a grand ol' time!",1983992503,Sun May 31 21:13:51 +0000 2009,"Los Angeles, CA",ca,14994842,40,175,Tue Jun 03 17:02:08 +0000 2008,387
-1,,smok*,At Pala Casino. Looks nice. Not too smoky. Off to lunch at Choices buffet.i,1984159900,Sun May 31 21:33:29 +0000 2009,"Orange County, California",ca,20697142,359,445,Thu Feb 12 17:46:51 +0000 2009,1200
0,,smok*,Ok so @DJTHEFRESHPRINC and @PrinceOfTheOC decided to smoke 1 and chill before we hit up Roscoes... Wish y'all was here..,1984613100,Sun May 31 22:27:17 +0000 2009,"iPhone 33.829239,-118.055618",ca,28145579,158,208,Wed Apr 01 17:09:53 +0000 2009,2336
-1,,smok*,"today is indeed a lazy Sunday, watching motorcycle racing, recoverin' from wine, roasted pig, and smoke inhalation from a fire pit.  *cough*",1984382003,Sun May 31 22:00:02 +0000 2009,"san francisco, ca",ca,15110892,104,105,Fri Jun 13 19:48:19 +0000 2008,851
0,,cig*,"'These children learn from cigarette burns, fast cars, fast women, and cheap drinks.''",1985420002,Mon Jun 01 00:04:05 +0000 2009,California,ca,26367116,9,8,Wed Mar 25 00:08:57 +0000 2009,223
0,,cig*,@wendywings .. *groucho cigar pose* nevah met a Wendy I didn't like .. Maybe a Tuedee .. but nevah a wendee .. rr,1985484502,Mon Jun 01 00:11:34 +0000 2009,Sherman Oaks,ca,33511856,527,228,Mon Apr 20 13:31:13 +0000 2009,479
-1,,smok*,@hopeful420 for real??? so i put the weed and bake it.. and then smoke it?,1985511101,Mon Jun 01 00:14:39 +0000 2009,"Santa Cruz, California",ca,23664797,82,205,Tue Mar 10 21:49:36 +0000 2009,1377
1,,smok*,Bout to smoke a blunt and play a game of madden on ps3. Gamertag chuckaveli_302. Step up if u want a eagles beatdown!! Oh yea fuck xbox !!!,1934844502,Wed May 27 11:44:10 +0000 2009,wilmington de,de,39901705,145,28,Thu May 14 02:07:55 +0000 2009,30
0,,smok*,could work and twitter but not work and smoke until www.blucigsnow.com,1938280102,Wed May 27 18:12:27 +0000 2009,Delaware,de,37213533,2001,1092,Sat May 02 15:13:31 +0000 2009,301
0,,cig*,"#twistory  ""Where is that cigarette lighter??"" -Richard Pryor",1957314801,Fri May 29 07:07:57 +0000 2009,"Newark, DE",de,37669976,18,41,Mon May 04 14:25:59 +0000 2009,196
0,,cig*,where are my cigarettes?? #3wordsaftersex,1910747404,Mon May 25 08:20:34 +0000 2009,"Wahiawa,Hawaii",hi,28961474,39,10,Sun Apr 05 08:32:20 +0000 2009,91
-1,,smok*,"@uknifemine oh, that kaimuki spot. yeah its my fav spot. used to smoke weed there w friends.",1934048403,Wed May 27 08:55:36 +0000 2009,hawaii,hi,23531510,6,34,Tue Mar 10 00:38:15 +0000 2009,295
-1,,smok*,I get staff infection.....from smokin da good staff heheheh,1948864204,Thu May 28 16:25:24 +0000 2009,hawaii,hi,36572366,129,35,Thu Apr 30 02:44:24 +0000 2009,262
1,,smok*,Smoking. Waiting to board a plane and composing an email in my brain. Hurrah multitasking!,1956646102,Fri May 29 05:20:47 +0000 2009,"Honolulu, HI",hi,19557862,30,34,Mon Jan 26 21:08:23 +0000 2009,75
-1,,smok*,Busy signal - Smoke Some High Grade is by far the coolest song of the moment.,1974558601,Sat May 30 20:22:44 +0000 2009,Hawaii,hi,35935507,5,13,Tue Apr 28 01:11:16 +0000 2009,138
0,,nicotine,Tip Of The Day: Don't fall asleep chewing Nicotine Gum...,1982808104,Sun May 31 18:56:39 +0000 2009,"Honolulu, Hawaii",hi,14660636,44237,41965,Mon May 05 15:28:15 +0000 2008,2440
1,,"cig*,smok*","had a dream that i was twittering about smoking my first cigarette that my grandma gave me, hahahahaha.  Then I got drunk in a bathroom.",1912518002,Mon May 25 14:02:30 +0000 2009,"Cedar Rapids, IA",ia,12737922,75,27,Sun Jan 27 03:15:06 +0000 2008,141
1,,smok*,@ROC4LIFE Young BloodZ ~ I Smoke  http://blip.fm/~711do,1917856600,Tue May 26 00:01:36 +0000 2009,Humboldt County,ia,24904582,1384,1174,Tue Mar 17 16:10:52 +0000 2009,3591
-1,,smok*,The wired in smoke detector just chirped a few times. Should I be worried? It is storming right now...,1920364700,Tue May 26 04:37:34 +0000 2009,Iowa,ia,14232373,36,78,Thu Mar 27 03:06:54 +0000 2008,589
1,,smok*,"Three weeks, 21 days smoke-free. All's quiet on the Western front.",1922226602,Tue May 26 10:24:53 +0000 2009,"Eldora, Iowa",ia,15503203,72,38,Sun Jul 20 16:03:41 +0000 2008,1296
-1,,smok*,"http://twitpic.com/5zmpp Goodmorning indeed...coffee, hot tub, and the Smokey Mountains!",1923435500,Tue May 26 13:32:09 +0000 2009,Cherokee Iowa,ia,26766228,34,26,Thu Mar 26 14:55:06 +0000 2009,62
-1,,smok*,@CannibalCartoon the moral is don't smoke all your weed before your 4 day weekend.,1934042401,Wed May 27 08:54:18 +0000 2009,Iowa,ia,40505379,9,5,Sat May 16 17:35:27 +0000 2009,14
0,,cig*,@kcjonez she didn't have bluetooth! She had her cell in one hand and the cig in the other! How does that work? What was holding the wheel?,1937636204,Wed May 27 17:06:36 +0000 2009,"T 41.598952,-93.642989",ia,38995890,36,40,Sun May 10 04:29:20 +0000 2009,159
1,,cig*,Empire Records Soundtrack and hand rolled cigarettes to watch the sun rise. Perfect!,1945718404,Thu May 28 09:59:25 +0000 2009,Iowa,ia,21950410,96,74,Thu Feb 26 01:10:43 +0000 2009,330
0,,smok*,"If you make less than 250000 a year, no new taxes. Unless you smoke, or buy anything (national sales tax of 25% coming soon).",1952185200,Thu May 28 21:44:22 +0000 2009,Iowa,ia,41886798,82,58,Fri May 22 19:51:52 +0000 2009,71
-1,,smok*,@StonerNation High hows its going today.do you remember me im your Pot Smoking Ganja Growing Hippie Friend Ha ha Ha hahaaafklsrdstrf,1954976803,Fri May 29 02:18:57 +0000 2009,Humboldt County,ia,24904582,1395,1192,Tue Mar 17 16:10:52 +0000 2009,3666
-1,,smok*,Check out this hilarious spoof from the Onion about the smoke monster from #Lost getting its own spin off http://tinyurl.com/ko5u5x,1962687604,Fri May 29 18:28:05 +0000 2009,"Davenport, Iowa",ia,21798545,115,121,Tue Feb 24 21:14:23 +0000 2009,368
0,,smok*,is having an incredibly long night at work. Breif interaction with crazy old lady we call 'Frenchy' who likes to smoke in the store.,1965881604,Fri May 29 23:43:00 +0000 2009,"Anamosa, Iowa",ia,42944361,4,2,Wed May 27 18:30:30 +0000 2009,11
1,,smok*,CHILLEN SMOKIN........ NOT REALLY GONNA DO NETHING BUT CHILL FOR THE REST OF TODAY,1975313302,Sat May 30 21:53:49 +0000 2009,IOWA,ia,37416550,9,20,Sun May 03 13:28:37 +0000 2009,181
1,,smok*,"Why is it that a pro smoking twitter page adds me mid quitting? Bad timing, sons of bitches.",1914367704,Mon May 25 17:37:46 +0000 2009,"Seymour, Indiana",in,16565746,25,13,Thu Oct 02 20:04:33 +0000 2008,125
-1,,smok*,Driving home after a busy but wonderful weekend working at Family Fest in the Smokies. Tired but encouraged.,1915135900,Mon May 25 18:59:14 +0000 2009,Indiana,in,17293709,90,236,Mon Nov 10 20:07:38 +0000 2008,465
1,,smok*,Just went outside to smoke and there are 2 giant silk worm moths mating on my front porch weird,1924291100,Tue May 26 15:04:10 +0000 2009,"T 41.672664,-86.092915",in,42337751,5,7,Mon May 25 03:03:17 +0000 2009,47
1,,smok*,Chillin at home. Drinking and smoking. Waiting for the in-laws to arrive.,1928944001,Tue May 26 22:41:21 +0000 2009,"Indianapolis, Indiana",in,41218544,1,0,Tue May 19 21:40:42 +0000 2009,1
0,,smok*,"Essence of The Joker...Greasepaint, smoke, and gunpowder.",1938847801,Wed May 27 19:23:39 +0000 2009,Indiana,in,28842135,61,66,Sat Apr 04 18:22:11 +0000 2009,848
1,,hookah,Hookah and tea........ what a fine Wednesday evening.,1942115402,Thu May 28 01:40:14 +0000 2009,Indiana,in,21522284,108,52,Sat Feb 21 22:18:43 +0000 2009,130
0,,smok*,"Turns out Jamie at my gym is also bartender at Buda Lounge. I won't go because of smoking, but she says the outdoor patio is open, so...",1942166003,Thu May 28 01:45:21 +0000 2009,Indiana,in,30110774,5,6,Fri Apr 10 00:40:03 +0000 2009,26
-1,,camel,@dhummi #ymbiti Dogs are unclean but camel urine and prophet sweat are medicine,1944232001,Thu May 28 05:27:24 +0000 2009,"Bloomington, IN",in,25195134,190,135,Thu Mar 19 00:22:36 +0000 2009,597
-1,,tobacco,"now I know why they call the tobacco lane ""jail."" ugh.",1950180902,Thu May 28 18:31:00 +0000 2009,"Muncie, IN",in,16031014,50,52,Thu Aug 28 18:58:22 +0000 2008,799
-1,,smok*,"E3 starting soon. Lots of news.X-Box 360, Modern Warfare 2, and the list goes on. My RSS feed is going to be smoking..",1953402304,Thu May 28 23:48:11 +0000 2009,"Muncie, Indiana",in,16548769,10,10,Wed Oct 01 19:26:54 +0000 2008,29
-1,,smok*,@1AngieNunn  I was getting out the shower and the light above my bed was sparkin and smokin,1961487904,Fri May 29 16:34:47 +0000 2009,ANDERSON INDIANA,in,29294162,38,15,Mon Apr 06 21:10:29 +0000 2009,216
1,,smok*,needs to quit smoking. Not helping with anything... drinkings still a go for the moment though :),1962665701,Fri May 29 18:25:30 +0000 2009,"Crawfordsville, Indiana",in,29096682,15,11,Sun Apr 05 23:48:32 +0000 2009,90
-1,,smok*,Smoke Monster From 'Lost' Given Own Primetime Spin-Off Series http://bit.ly/7Qo2s,1963594400,Fri May 29 19:57:44 +0000 2009,"Sunman, IN",in,15634744,76,63,Mon Jul 28 17:24:44 +0000 2008,117
1,,smok*,Smoking a gregorio felipe 1957 #cigar. The ratings say Yea. I must say Nay. Luckily sitting outside with beer still makes it a net positive.,1965289901,Fri May 29 22:39:33 +0000 2009,"Indianapolis, IN",in,23123376,34,40,Fri Mar 06 21:44:27 +0000 2009,147
-1,,smok*,"Woah, I should have waited B4 I smoked myself stupid to cook! Too much salt! Bleagh!",1966020500,Fri May 29 23:58:36 +0000 2009,"Bloomington, In",in,15036993,64,125,Sat Jun 07 09:00:22 +0000 2008,1323
1,,cig*,"Sounds awesome RT @carrollmkt: Nice evening in Columbus IN. Outside small cigar, Jameson, time to finally relax. Have a great weekend all!",1967474401,Sat May 30 02:38:51 +0000 2009,"Fort Wayne, IN",in,21826183,192,186,Wed Feb 25 02:29:59 +0000 2009,289
-1,,smok*,I need to find a place in Indy to buy chunks of oak and apple/pecan wood for my smoker. Any help would be appreciated,1967886000,Sat May 30 03:23:20 +0000 2009,"Indianapolis, IN",in,14307872,243,152,Sat Apr 05 02:08:18 +0000 2008,2255
0,,smok*,@tutone222 get the hell outta here! Are you serious?? My mom used to smoke those back in the day,1969596403,Sat May 30 07:33:26 +0000 2009,"Indianapolis, IN",in,33478847,31,47,Mon Apr 20 10:45:51 +0000 2009,561
-1,,smok*,Rnd 3 - We lost traction at about the 300 ft mark and smoked the tires.  We ran a 5.141 @ 135.55 mph.  We'll figure it out for next round.,1973046504,Sat May 30 17:22:38 +0000 2009,"Brownsburg, Indiana",in,32153400,250,339,Thu Apr 16 21:08:35 +0000 2009,124
0,,smok*,I don't understand Vegans that drink and smoke - total confusion!,1977078302,Sun May 31 03:02:49 +0000 2009,Indiana,in,16474987,70,114,Fri Sep 26 21:13:23 +0000 2008,1388
0,,smok*,"RT @info4every1: RT @mousecrazy55: Obama admits drug use, gets a pass.  Smokes, gets a pass.  Appoints staff w/ tax probs, pass.  Etc.",1981576704,Sun May 31 16:26:48 +0000 2009,"iPhone 39.636658,-86.324585",in,11426422,516,527,Sat Dec 22 05:24:48 +0000 2007,1173
-1,,smok*,Lap 134:  LEader #9 Dixon on pit lane. #11 Kanaan is back in the pits with smoke trailing from his car. Kanaan is assisted from his car.,1983774104,Sun May 31 20:48:36 +0000 2009,"Indianapolis, In",in,21302878,61,3306,Thu Feb 19 14:37:22 +0000 2009,718
0,,smok*,"@emilysaur dont lie to yourself, youre a mann, and you smoke!",1915362502,Mon May 25 19:22:50 +0000 2009,"Chicago, IL",il,20417166,94,32,Mon Feb 09 05:07:00 +0000 2009,271
-1,,smok*,Is getting phantom wiffs of campfire smoke and chlorine...,1916134702,Mon May 25 20:44:42 +0000 2009,"DeKalb, IL",il,31236059,39,26,Tue Apr 14 21:44:22 +0000 2009,248
1,,cig*,Strawberry cigarillos.,1917978902,Tue May 26 00:16:08 +0000 2009,"Chicago, IL",il,20415759,155,36,Mon Feb 09 04:26:18 +0000 2009,30
0,,smok*,good thing when my mom tries to set me up with a boy.. it ends up being a kid that smokes and has an earring?? EW,1918210101,Tue May 26 00:43:06 +0000 2009,"Chicago, IL",il,23661647,95,18,Tue Mar 10 21:31:16 +0000 2009,251
-1,,smok*,What u smoking?RT @Jonn3DeepCEO: @djvinceadams,1920789100,Tue May 26 05:38:29 +0000 2009,CHICAGO IL,il,26277166,138,196,Tue Mar 24 17:15:33 +0000 2009,259
-1,,smok*,Wutz hapnin TWITTA!  Check out my artist Smokey Da Bandit @ www.myspace.com/smokeydabanditmuzik,1923434504,Tue May 26 13:32:02 +0000 2009,IL,il,34618180,79,42,Thu Apr 23 13:58:21 +0000 2009,82
-1,,smok*,AYE YALL SMOKE SUM'N BITCH TV!! http://vimeo.com/4828757,1923595203,Tue May 26 13:50:46 +0000 2009,"Chicago,IL",il,19320958,86,240,Thu Jan 22 02:14:12 +0000 2009,1923
1,,cig*,Day 1 of being cigarette free,1924062303,Tue May 26 14:40:44 +0000 2009,"Bolingbrook, IL",il,42501595,12,5,Mon May 25 22:24:20 +0000 2009,5
1,,hookah,Hey who wants to go to the hookah bar tonight?!,1925458103,Tue May 26 17:01:01 +0000 2009,"iPhone 41.773445,-88.153046",il,31319900,78,22,Wed Apr 15 03:01:18 +0000 2009,90
0,,smok*,Is time spent reading tweets equivalent to time spent on smoke breaks for smokers? I hope so because it is how I justify reading tweets.,1927347702,Tue May 26 20:03:43 +0000 2009,"Chicago, IL",il,17525693,211,217,Thu Nov 20 23:26:53 +0000 2008,466
1,,smok*,"@Tyree0408 they wrecked da car on da way from da club.. so they was heated.. n we smoked all nite, into da mornin..",1927456804,Tue May 26 20:14:27 +0000 2009,"Chicago, Il",il,36689369,48,75,Thu Apr 30 15:31:13 +0000 2009,375
1,,smok*,i wish my chicken would cook A LIIIITTLE bit faster...and I wish Darren would get here w/ some smokes...and I can't wait to hang out :-),1928581901,Tue May 26 22:04:25 +0000 2009,"Chicago, IL",il,25094359,8,6,Wed Mar 18 15:49:49 +0000 2009,23
0,,smok*,RT @freeclear: Evidence Supports Use of Online-Based Programs to Help Adults Quit Smoking http://ow.ly/9p5n,1937104101,Wed May 27 16:12:25 +0000 2009,"Chicago, IL",il,36418022,27,87,Wed Apr 29 17:35:15 +0000 2009,478
0,,smok*,"@FallenLegend damn, im mad u tryna hog into me && liza's smokin session lol",1938467301,Wed May 27 18:30:53 +0000 2009,"Chicago, IL",il,19490196,65,59,Sun Jan 25 14:47:09 +0000 2009,2368
1,,cig*,enjoying a cigar at the shop,1938833502,Wed May 27 19:22:05 +0000 2009,"Chicago, IL",il,42922722,7,0,Wed May 27 16:53:28 +0000 2009,1
0,,cig*,"""I will cut taxes for 95% of Americans"" say B.O... Well, except for cap-n-trade... and taxes for cigs... and employer based health care...",1939922202,Wed May 27 21:33:46 +0000 2009,"Carbondale, IL",il,37077661,85,39,Fri May 01 23:39:34 +0000 2009,75
-1,,smok*,"@AaronOneal Actually, that's the night of the Smoking Popes show. Any interest in that?",1941094702,Wed May 27 23:50:48 +0000 2009,"Aurora, IL",il,770049,133,142,Tue Feb 13 16:50:13 +0000 2007,1462
1,,smok*,"Ok, putting the twins to bed then off for a smoke back in 10...",1941506403,Thu May 28 00:35:48 +0000 2009,Illinois,il,19982615,192,257,Tue Feb 03 16:47:25 +0000 2009,8482
-1,,smok*,@rontatejr  Chuck jam session was my personal fav.  Best entertainer for all was probably Smokey or Gap Band,1942546303,Thu May 28 02:23:06 +0000 2009,"T 41.985121,-87.909147",il,28368162,52,41,Thu Apr 02 16:28:15 +0000 2009,123
-1,,smok*,@Darealamberrose wassup boo! Saw the pics w/the blue n blk cheetah pants! Ur smokin!,1948470802,Thu May 28 15:48:32 +0000 2009,"T 41.501219,-87.581734",il,21931249,86,102,Wed Feb 25 22:45:48 +0000 2009,1135
-1,,smok*,"rt @hotdougs Jamaican Jerk Pork Sausage with Spicy Passion Fruit Mayonnaise and Smoked Gouda Cheese. OH, HOW I WANT THIS, NOW.",1949382201,Thu May 28 17:14:17 +0000 2009,"chicago, Il",il,1681141,83,69,Tue Mar 20 22:42:12 +0000 2007,366
0,,cig*,this cab smells of cigarettes so bad it's giving me a headache,1953055302,Thu May 28 23:12:06 +0000 2009,"iPhone 41.900204,-87.632553",il,2187071,31,38,Sun Mar 25 16:36:47 +0000 2007,117
0,,smok*,"http://twitpic.com/65fl3 - Buttpile. As Bryan says, one drawback of Chicago's smoking ban is you can smell bar farts with more clarity.",1953656802,Fri May 29 00:13:28 +0000 2009,"Chicago, IL",il,6170262,198,377,Sun May 20 02:45:38 +0000 2007,2987
-1,,smok*,drinking strawberry smoothies and realizing that smoked gouda is the shiznit.,1953803703,Fri May 29 00:26:58 +0000 2009,Illinois,il,42756410,33,6,Tue May 26 23:36:21 +0000 2009,25
-1,,camel,"""FW:How many animals can u fit n a pair of panty hose? 2 calves, an ass, a beaver, a shitload of hares, a camel toe, and a fish nobody c ...",1954007402,Fri May 29 00:45:35 +0000 2009,"Normal, Illinois",il,33423958,11,13,Mon Apr 20 04:30:29 +0000 2009,29
0,,cig*,@ttfamanda all that sounds good except cigs!!!,1955145901,Fri May 29 02:35:21 +0000 2009,"Chicago, IL",il,30822714,53,41,Mon Apr 13 06:45:20 +0000 2009,220
-1,,smok*,uhh. glad I'm not in the 40-44 age group! Those women are smokin fast! #tweet5k,1956387800,Fri May 29 04:46:18 +0000 2009,"Greenville, IL",il,15893176,89,113,Mon Aug 18 16:11:32 +0000 2008,1028
0,,tobacco,World No Tobacco Day is May 31st http://twurl.nl/o62rny Graphic images and PSAs,1959848104,Fri May 29 14:00:09 +0000 2009,Il,il,21518188,1665,3062,Sat Feb 21 21:23:34 +0000 2009,1915
-1,,smok*,http://bit.ly/Clyvi via @TheOnion - Smoke Monster From 'Lost' Given Own Primetime Spin-Off Series,1960181604,Fri May 29 14:33:16 +0000 2009,"Evanston, IL",il,29501663,31,16,Tue Apr 07 17:56:21 +0000 2009,76
0,,smok*,@EthanSuplee I've met that dude at Lollapalooza a few times...interesting is all I can say...Shane is still smoking like a chimney,1961338103,Fri May 29 16:20:58 +0000 2009,"iPhone 41.942783,-88.173111",il,9604892,304,343,Mon Oct 22 19:55:36 +0000 2007,3774
-1,,smok*,"At Black Dog Smoke & Ale House with co-workers. It's packed. Locals, come eat here. Great beer list, too.",1961948304,Fri May 29 17:17:18 +0000 2009,Illinois,il,7801902,214,258,Sun Jul 29 14:08:36 +0000 2007,2294
-1,,smok*,Follow @ouemic cause it took me forever to get her name right! (Word to the weed I just smoked) http://myloc.me/21aJ,1964742904,Fri May 29 21:43:52 +0000 2009,"T 41.801277,-87.611767",il,21920635,745,423,Wed Feb 25 21:20:27 +0000 2009,1975
-1,,smok*,- About to listen to some blue grass while mowing green grass...no smoking of either. ;-),1964964804,Fri May 29 22:06:08 +0000 2009,"Newark, IL",il,17471638,45,62,Tue Nov 18 21:13:08 +0000 2008,472
0,,smok*,i hate eating in missouri....i always forget they have the option for smoking & non-smoking....get w/ the times & ban it like IL,1965149601,Fri May 29 22:25:02 +0000 2009,"Collinsville, IL",il,41042573,43,33,Tue May 19 03:14:04 +0000 2009,50
-1,,smok*,BBQ pork ribs smoked over hickory chips 4 Corinnes b-day. Yum! http://yfrog.com/14f5yj,1965929603,Fri May 29 23:48:20 +0000 2009,"Springfield, IL",il,15666222,16,31,Wed Jul 30 21:08:43 +0000 2008,168
0,,cig*,I'm rather pleased at the large percentage of these in my  750+ collection of cigars:  http://twurl.nl/qxupzg,1966822704,Sat May 30 01:27:51 +0000 2009,"Chicago, IL",il,5380772,41,72,Sat Apr 21 14:58:43 +0000 2007,1314
1,,smok*,"@tamaletracker just missed the blue cooler @ the clipper, out smoking. Holding out for the red.",1968779104,Sat May 30 05:11:46 +0000 2009,"Chicago, IL",il,21887742,17,32,Wed Feb 25 17:01:53 +0000 2009,159
-1,,smok*,"@ the Daddy, The Smoke Daddy.",1967642503,Sat May 30 02:57:21 +0000 2009,"iPhone 41.900112,-87.626724",il,7346382,32,70,Mon Jul 09 13:08:46 +0000 2007,606
1,,smok*,@divasoria that's like my playground :-)  too bad we don't have any indoor smoking areas anymore even at bars....,1971685804,Sat May 30 14:40:12 +0000 2009,"Aurora, IL",il,18544467,146,128,Fri Jan 02 03:46:31 +0000 2009,1120
0,,smok*,"One way in order to quit  2 stop smoking, go out & buy a water bed, then fill it up with gasoline- George Wallace  I feel out the bed..",1972827300,Sat May 30 16:57:50 +0000 2009,"Chicago, IL",il,25085476,1189,569,Wed Mar 18 14:58:08 +0000 2009,2116
0,,smok*,"RT @kingboola: next question:  u driving and the car to the right got 2 ladies in front, 3 kids in back! blunt smoke everywhere what are ...",1974447300,Sat May 30 20:09:19 +0000 2009,"T 41.500242,-87.733655",il,24709103,91,166,Mon Mar 16 15:34:13 +0000 2009,1579
0,,tobacco,@clairecmc Please vote yes on the regulation of tobacco products (S 982)! #MO especially needs it!,1974694301,Sat May 30 20:39:24 +0000 2009,"Lake Villa, IL",il,17010572,106,52,Tue Oct 28 00:13:37 +0000 2008,227
0,,smok*,"@lsaldanamd How realistic isn't that we rely on patients engaging in healthy behaviors? People still smoke, forgo colonoscopy, etc.",1975781301,Sat May 30 22:53:23 +0000 2009,"Chicago, IL",il,18634465,400,689,Mon Jan 05 15:34:18 +0000 2009,2562
-1,,smok*,Just got done eating at honky tonk bbq on 18th street in pilsen.  Super yum! Smokey goodness!,1975871302,Sat May 30 23:05:01 +0000 2009,"iPhone 42.481449,-87.946526",il,18469324,90,81,Tue Dec 30 04:04:14 +0000 2008,698
0,,smok*,RT @SelfHypnosis2: Ever Thought Of Using Hypnosis To Stop Smoking ? | Health Infos http://bit.ly/k1kOK,1975986302,Sat May 30 23:20:19 +0000 2009,"Chicago, IL",il,36418022,27,106,Wed Apr 29 17:35:15 +0000 2009,558
0,,"cig*,smok*","He never surprises now RT @rjbudke Mel Gibson is drunk, smoking a cigar, and wearing a viking helmet... all while on a live horse.(via@wilw)",1977929400,Sun May 31 05:01:49 +0000 2009,"Rock Island, IL",il,31640479,319,244,Thu Apr 16 04:18:12 +0000 2009,2843
0,,tobacco,Today is World No Tobacco Day!!,1980616203,Sun May 31 14:13:42 +0000 2009,"Lake County, Illinois",il,18216165,213,585,Thu Dec 18 15:04:23 +0000 2008,185
-1,,camel,"VPL Turtleneck, I'm interested in. Who likes the Camel or the Orange? http://bit.ly/ZwQUh #fashion",1982429701,Sun May 31 18:11:29 +0000 2009,"Chicago, IL",il,22592505,2887,3131,Tue Mar 03 05:56:16 +0000 2009,627
0,,smok*,"; i really hate it when people post multiple pictures of themselves smoking on their myspace. trying too hard to be cool, much?",1983440800,Sun May 31 20:09:42 +0000 2009,Illinois,il,18469953,87,46,Tue Dec 30 04:34:39 +0000 2008,142
-1,,smok*,Went out on my porch and saw billows of black smoke come up from behind UIC pavilion. Called the 911 and CFD was there in like 2 min. Go CFD,1983696503,Sun May 31 20:39:24 +0000 2009,"Chicago, IL",il,18557769,2318,2289,Fri Jan 02 17:58:54 +0000 2009,314
0,,smok*,"@brynnelson i know the feeling. my mom does it all the time, but about smoking. its annoying. theres a little thing called trust! it sucks.",1983552904,Sun May 31 20:22:39 +0000 2009,"iPhone 42.131203,-87.959770",il,20320976,90,126,Sat Feb 07 17:24:56 +0000 2009,1447
-1,,smok*,http://twitpic.com/6d6ni - I am still trying to figure out what's on fire. All I hear are sirens and see lots of smoke,1984656204,Sun May 31 22:32:28 +0000 2009,"Chicago, IL",il,23596179,110,79,Tue Mar 10 14:18:18 +0000 2009,465
1,,"cig*,smok*","is on the yacht with @iamdiddy & @LTLline, sipping Louis XIII, smoking cigars! pssh, i wish! HAPPY MEMORIAL DAY DOE GETTERS!!",1916917003,Mon May 25 22:10:17 +0000 2009,"Atlanta, Ga",ga,40775427,16,20,Mon May 18 00:52:54 +0000 2009,47
1,,"cig*,smok*",Smoke a cigarette I'm not ready yet,1919845502,Tue May 26 03:37:39 +0000 2009,"Atlanta, GA",ga,19521760,132,527,Mon Jan 26 05:26:45 +0000 2009,1870
-1,,smok*,"if you think ""Birdman"" isn't on drugs anymore.... then you're smoking, too!!",1919254204,Tue May 26 02:34:29 +0000 2009,"ATLANTA, GA",ga,15231905,99,286,Wed Jun 25 14:41:23 +0000 2008,941
1,,smok*,Ok today is my day off so if u looking for me call me. And tonight it is taboo at the boi crib get at me.So that means smoke+ drinks+food=GT,1923954903,Tue May 26 14:29:40 +0000 2009,"iPhone 33.765003,-84.349792",ga,20265893,227,296,Fri Feb 06 19:58:25 +0000 2009,1904
0,,smok*,New state smoking ban law receives mixed reviews http://bit.ly/GPa4c,1924722903,Tue May 26 15:47:55 +0000 2009,Ga,ga,41680466,1034,560,Thu May 21 21:18:58 +0000 2009,79
1,,smok*,Had the wierdest dream ever!!  Where are the smokes?!,1924412200,Tue May 26 15:16:31 +0000 2009,Georgia,ga,38344545,23,21,Thu May 07 02:23:54 +0000 2009,335
-1,,smok*,I wish I could smoke weed!!!,1925115104,Tue May 26 16:27:03 +0000 2009,"iPhone 33.578033,-84.456810",ga,20744834,760,876,Fri Feb 13 03:32:57 +0000 2009,9214
-1,,smok*,@MsStylistik yea at home smoked up that was it.....that some gay shit just as bad as that pretty ricky shit,1925160804,Tue May 26 16:31:39 +0000 2009,"iPhone 33.765003,-84.349792",ga,20265893,228,298,Fri Feb 06 19:58:25 +0000 2009,1925
0,,"cig*,smok*",60% of new cases are diagnosed in former smokers and those who have NEVER touched a cigarette in their lives AND THIS NUMBER IS RISING.,1926485303,Tue May 26 18:39:48 +0000 2009,"Atlanta, GA",ga,36740356,2,11,Thu Apr 30 18:55:23 +0000 2009,14
-1,,smok*,Not me:) RT @mindpinball some ppl clearly smoke crack lol (via @steelergurl),1929527704,Tue May 26 23:42:29 +0000 2009,"Atlanta, GA",ga,21425912,886,1401,Fri Feb 20 19:39:43 +0000 2009,13332
